Video_index,Video_name,Video_category,Start_times,End_times,Action_labels,Nouns
574,OP01-R06-GreekSalad-387305-388275,OP01-R06-GreekSalad,387305,388275,3,lettuce
575,OP01-R06-GreekSalad-389170-409060,OP01-R06-GreekSalad,389170,409060,8,lettuce
576,OP01-R06-GreekSalad-391470-393060,OP01-R06-GreekSalad,391470,393060,8,lettuce
577,OP01-R06-GreekSalad-396010-398180,OP01-R06-GreekSalad,396010,398180,8,lettuce
578,OP01-R06-GreekSalad-402235-403045,OP01-R06-GreekSalad,402235,403045,8,lettuce
579,OP01-R06-GreekSalad-405085-405935,OP01-R06-GreekSalad,405085,405935,8,lettuce
580,OP01-R06-GreekSalad-406685-407205,OP01-R06-GreekSalad,406685,407205,3,lettuce
581,OP01-R06-GreekSalad-409310-410270,OP01-R06-GreekSalad,409310,410270,8,lettuce
582,OP01-R06-GreekSalad-410535-428330,OP01-R06-GreekSalad,410535,428330,8,lettuce
583,OP01-R06-GreekSalad-420850-421850,OP01-R06-GreekSalad,420850,421850,7,lettuce
584,OP01-R06-GreekSalad-425915-429675,OP01-R06-GreekSalad,425915,429675,8,lettuce
585,OP01-R06-GreekSalad-430200-430830,OP01-R06-GreekSalad,430200,430830,3,lettuce
586,OP01-R06-GreekSalad-430930-449265,OP01-R06-GreekSalad,430930,449265,8,lettuce
587,OP01-R06-GreekSalad-441235-441765,OP01-R06-GreekSalad,441235,441765,8,lettuce
588,OP01-R06-GreekSalad-449955-451155,OP01-R06-GreekSalad,449955,451155,10,"onion,counter,plate"
589,OP01-R06-GreekSalad-451355-452055,OP01-R06-GreekSalad,451355,452055,3,eating_utensil
590,OP01-R06-GreekSalad-454055-462255,OP01-R06-GreekSalad,454055,462255,4,onion
591,OP01-R06-GreekSalad-460770-461820,OP01-R06-GreekSalad,460770,461820,8,onion
592,OP01-R06-GreekSalad-462930-463700,OP01-R06-GreekSalad,462930,463700,5,onion
593,OP01-R06-GreekSalad-465120-471590,OP01-R06-GreekSalad,465120,471590,4,onion
594,OP01-R06-GreekSalad-475240-503350,OP01-R06-GreekSalad,475240,503350,4,onion
595,OP01-R06-GreekSalad-503800-510080,OP01-R06-GreekSalad,503800,510080,4,onion
596,OP01-R06-GreekSalad-510605-512725,OP01-R06-GreekSalad,510605,512725,4,onion
597,OP01-R06-GreekSalad-518170-525260,OP01-R06-GreekSalad,518170,525260,4,onion
598,OP01-R06-GreekSalad-528560-535970,OP01-R06-GreekSalad,528560,535970,4,onion
599,OP01-R06-GreekSalad-537010-541890,OP01-R06-GreekSalad,537010,541890,8,onion
600,OP01-R06-GreekSalad-545335-546405,OP01-R06-GreekSalad,545335,546405,7,onion
601,OP01-R06-GreekSalad-550015-556545,OP01-R06-GreekSalad,550015,556545,10,"onion,plate,bowl"
602,OP01-R06-GreekSalad-557455-558855,OP01-R06-GreekSalad,557455,558855,3,onion
603,OP01-R06-GreekSalad-560710-561310,OP01-R06-GreekSalad,560710,561310,3,cucumber
604,OP01-R06-GreekSalad-562805-564775,OP01-R06-GreekSalad,562805,564775,2,fridge
605,OP01-R06-GreekSalad-564835-568725,OP01-R06-GreekSalad,564835,568725,7,cucumber
606,OP01-R06-GreekSalad-568805-570015,OP01-R06-GreekSalad,568805,570015,7,cucumber
607,OP01-R06-GreekSalad-570025-572105,OP01-R06-GreekSalad,570025,572105,7,cucumber
608,OP01-R06-GreekSalad-574490-576360,OP01-R06-GreekSalad,574490,576360,5,tomato
609,OP01-R06-GreekSalad-578925-580015,OP01-R06-GreekSalad,578925,580015,2,fridge_drawer
610,OP01-R06-GreekSalad-580105-582955,OP01-R06-GreekSalad,580105,582955,5,garlic
611,OP01-R06-GreekSalad-582955-584385,OP01-R06-GreekSalad,582955,584385,6,fridge_drawer
612,OP01-R06-GreekSalad-585095-587215,OP01-R06-GreekSalad,585095,587215,6,fridge
613,OP01-R06-GreekSalad-587300-588820,OP01-R06-GreekSalad,587300,588820,2,fridge_drawer
614,OP01-R06-GreekSalad-598650-599570,OP01-R06-GreekSalad,598650,599570,2,drawer
615,OP01-R06-GreekSalad-599585-601805,OP01-R06-GreekSalad,599585,601805,3,eating_utensil
616,OP01-R06-GreekSalad-601800-602710,OP01-R06-GreekSalad,601800,602710,6,drawer
617,OP01-R06-GreekSalad-603060-604400,OP01-R06-GreekSalad,603060,604400,6,cabinet
618,OP01-R06-GreekSalad-606025-622995,OP01-R06-GreekSalad,606025,622995,10,"cheese,cheese_container,bowl"
619,OP01-R06-GreekSalad-623020-625580,OP01-R06-GreekSalad,623020,625580,0,"bowl,eating_utensil"
620,OP01-R06-GreekSalad-626035-630015,OP01-R06-GreekSalad,626035,630015,10,"cheese,cheese_container,bowl"
621,OP01-R06-GreekSalad-630350-632350,OP01-R06-GreekSalad,630350,632350,0,salad
622,OP01-R06-GreekSalad-632465-644195,OP01-R06-GreekSalad,632465,644195,0,salad
623,OP01-R06-GreekSalad-644340-645210,OP01-R06-GreekSalad,644340,645210,6,cheese_container
624,OP01-R06-GreekSalad-645310-646620,OP01-R06-GreekSalad,645310,646620,6,cheese_container
625,OP01-R06-GreekSalad-649075-650635,OP01-R06-GreekSalad,649075,650635,2,drawer
626,OP01-R06-GreekSalad-650660-651800,OP01-R06-GreekSalad,650660,651800,2,fridge
627,OP01-R06-GreekSalad-651755-652845,OP01-R06-GreekSalad,651755,652845,5,cheese_container
628,OP01-R06-GreekSalad-652755-653505,OP01-R06-GreekSalad,652755,653505,2,fridge
629,OP01-R06-GreekSalad-653555-655555,OP01-R06-GreekSalad,653555,655555,2,fridge
630,OP01-R06-GreekSalad-655890-658110,OP01-R06-GreekSalad,655890,658110,3,condiment_container
631,OP01-R06-GreekSalad-659585-660585,OP01-R06-GreekSalad,659585,660585,3,juice_container
632,OP01-R06-GreekSalad-663545-669785,OP01-R06-GreekSalad,663545,669785,6,fridge
633,OP01-R06-GreekSalad-674680-675760,OP01-R06-GreekSalad,674680,675760,2,oil_container
634,OP01-R06-GreekSalad-677675-691565,OP01-R06-GreekSalad,677675,691565,9,"oil,oil_container,eating_utensil"
635,OP01-R06-GreekSalad-691575-693495,OP01-R06-GreekSalad,691575,693495,0,salad
636,OP01-R06-GreekSalad-693860-698450,OP01-R06-GreekSalad,693860,698450,6,oil_container
637,OP01-R06-GreekSalad-698520-699520,OP01-R06-GreekSalad,698520,699520,3,condiment_container
638,OP01-R06-GreekSalad-699105-700325,OP01-R06-GreekSalad,699105,700325,3,condiment_container
639,OP01-R06-GreekSalad-700870-702780,OP01-R06-GreekSalad,700870,702780,2,condiment
640,OP01-R06-GreekSalad-705030-705860,OP01-R06-GreekSalad,705030,705860,9,"condiment,condiment_container,eating_utensil"
641,OP01-R06-GreekSalad-706040-709240,OP01-R06-GreekSalad,706040,709240,9,"condiment,condiment_container,eating_utensil"
642,OP01-R06-GreekSalad-709235-710435,OP01-R06-GreekSalad,709235,710435,0,"mixture,eating_utensil"
643,OP01-R06-GreekSalad-710760-712840,OP01-R06-GreekSalad,710760,712840,9,"seasoning,seasoning_container,eating_utensil"
644,OP01-R06-GreekSalad-712855-715525,OP01-R06-GreekSalad,712855,715525,0,"mixture,eating_utensil"
645,OP01-R06-GreekSalad-714615-715545,OP01-R06-GreekSalad,714615,715545,3,cap
646,OP01-R06-GreekSalad-716085-718255,OP01-R06-GreekSalad,716085,718255,6,condiment_container
647,OP01-R06-GreekSalad-718185-718695,OP01-R06-GreekSalad,718185,718695,3,condiment_container
648,OP01-R06-GreekSalad-718745-719635,OP01-R06-GreekSalad,718745,719635,3,condiment_container
649,OP01-R06-GreekSalad-719890-721830,OP01-R06-GreekSalad,719890,721830,2,condiment_container
650,OP01-R06-GreekSalad-722205-722965,OP01-R06-GreekSalad,722205,722965,9,"condiment,condiment_container,eating_utensil"
651,OP01-R06-GreekSalad-723040-725330,OP01-R06-GreekSalad,723040,725330,9,"condiment,condiment_container,eating_utensil"
652,OP01-R06-GreekSalad-725330-726310,OP01-R06-GreekSalad,725330,726310,0,salad
653,OP01-R06-GreekSalad-726715-728915,OP01-R06-GreekSalad,726715,728915,0,"condiment,eating_utensil"
654,OP01-R06-GreekSalad-728910-730950,OP01-R06-GreekSalad,728910,730950,0,salad
655,OP01-R06-GreekSalad-728975-730025,OP01-R06-GreekSalad,728975,730025,0,salad
656,OP01-R06-GreekSalad-734750-737340,OP01-R06-GreekSalad,734750,737340,1,recipe
657,OP01-R06-GreekSalad-739400-740570,OP01-R06-GreekSalad,739400,740570,3,condiment_container
658,OP01-R06-GreekSalad-741170-744090,OP01-R06-GreekSalad,741170,744090,9,"condiment,condiment_container,salad"
659,OP01-R06-GreekSalad-744535-750195,OP01-R06-GreekSalad,744535,750195,9,"condiment,condiment_container,salad"
660,OP01-R06-GreekSalad-753150-756190,OP01-R06-GreekSalad,753150,756190,6,condiment_container
661,OP01-R06-GreekSalad-756180-757190,OP01-R06-GreekSalad,756180,757190,3,eating_utensil
662,OP01-R06-GreekSalad-757210-757890,OP01-R06-GreekSalad,757210,757890,0,"mixture,eating_utensil"
663,OP01-R06-GreekSalad-757905-786615,OP01-R06-GreekSalad,757905,786615,0,salad
664,OP01-R06-GreekSalad-787270-787770,OP01-R06-GreekSalad,787270,787770,3,condiment_container
665,OP01-R06-GreekSalad-789285-790985,OP01-R06-GreekSalad,789285,790985,2,fridge
666,OP01-R06-GreekSalad-794790-796010,OP01-R06-GreekSalad,794790,796010,5,condiment_container
667,OP01-R06-GreekSalad-796500-800380,OP01-R06-GreekSalad,796500,800380,5,condiment_container
668,OP01-R06-GreekSalad-796625-797945,OP01-R06-GreekSalad,796625,797945,5,condiment_container
669,OP01-R06-GreekSalad-798100-799330,OP01-R06-GreekSalad,798100,799330,5,condiment_container
670,OP01-R06-GreekSalad-803280-804120,OP01-R06-GreekSalad,803280,804120,5,"trash,trash_container"
671,OP01-R06-GreekSalad-804135-804740,OP01-R06-GreekSalad,804135,804740,3,plate
672,OP01-R06-GreekSalad-804752-805352,OP01-R06-GreekSalad,804752,805352,3,plate
673,OP01-R06-GreekSalad-807610-809480,OP01-R06-GreekSalad,807610,809480,10,"trash,plate,trash_container"
674,OP01-R06-GreekSalad-809490-810150,OP01-R06-GreekSalad,809490,810150,10,"trash,plate,trash_container"
675,OP01-R06-GreekSalad-810155-811745,OP01-R06-GreekSalad,810155,811745,5,"trash,trash_container"
676,OP01-R06-GreekSalad-814160-815610,OP01-R06-GreekSalad,814160,815610,5,plate
677,OP02-R01-PastaSalad-32422-33191,OP02-R01-PastaSalad,32422,33191,9,"water,faucet,pot"
678,OP02-R01-PastaSalad-33190-39306,OP02-R01-PastaSalad,33190,39306,9,"water,faucet,pot"
679,OP02-R01-PastaSalad-41516-42978,OP02-R01-PastaSalad,41516,42978,0,faucet
680,OP02-R01-PastaSalad-47977-48631,OP02-R01-PastaSalad,47977,48631,0,stove
681,OP02-R01-PastaSalad-50342-51381,OP02-R01-PastaSalad,50342,51381,5,lid
682,OP02-R01-PastaSalad-52322-58784,OP02-R01-PastaSalad,52322,58784,1,recipe
683,OP02-R01-PastaSalad-59707-69270,OP02-R01-PastaSalad,59707,69270,1,recipe
684,OP02-R01-PastaSalad-73526-77026,OP02-R01-PastaSalad,73526,77026,3,plate
685,OP02-R01-PastaSalad-79236-79967,OP02-R01-PastaSalad,79236,79967,3,tomato
686,OP02-R01-PastaSalad-80101-81293,OP02-R01-PastaSalad,80101,81293,3,tomato
687,OP02-R01-PastaSalad-83005-88351,OP02-R01-PastaSalad,83005,88351,4,tomato
688,OP02-R01-PastaSalad-92716-109319,OP02-R01-PastaSalad,92716,109319,4,tomato
689,OP02-R01-PastaSalad-114611-119688,OP02-R01-PastaSalad,114611,119688,4,cucumber
690,OP02-R01-PastaSalad-120572-121610,OP02-R01-PastaSalad,120572,121610,7,cucumber
691,OP02-R01-PastaSalad-122437-139846,OP02-R01-PastaSalad,122437,139846,4,cucumber
692,OP02-R01-PastaSalad-141035-155935,OP02-R01-PastaSalad,141035,155935,4,cucumber
693,OP02-R01-PastaSalad-156485-177285,OP02-R01-PastaSalad,156485,177285,4,cucumber
694,OP02-R01-PastaSalad-177882-179113,OP02-R01-PastaSalad,177882,179113,5,eating_utensil
695,OP02-R01-PastaSalad-184439-198945,OP02-R01-PastaSalad,184439,198945,1,recipe
696,OP02-R01-PastaSalad-201653-205069,OP02-R01-PastaSalad,201653,205069,2,fridge
697,OP02-R01-PastaSalad-205091-232017,OP02-R01-PastaSalad,205091,232017,7,item
698,OP02-R01-PastaSalad-232535-233381,OP02-R01-PastaSalad,232535,233381,1,fridge_drawer
699,OP02-R01-PastaSalad-233439-234362,OP02-R01-PastaSalad,233439,234362,2,fridge_drawer
700,OP02-R01-PastaSalad-235458-237766,OP02-R01-PastaSalad,235458,237766,3,cucumber_container
701,OP02-R01-PastaSalad-239324-241478,OP02-R01-PastaSalad,239324,241478,6,fridge
702,OP02-R01-PastaSalad-245017-246210,OP02-R01-PastaSalad,245017,246210,5,lid
703,OP02-R01-PastaSalad-248287-248902,OP02-R01-PastaSalad,248287,248902,3,eating_utensil
704,OP02-R01-PastaSalad-252268-253460,OP02-R01-PastaSalad,252268,253460,10,"olive,olive_container,plate"
705,OP02-R01-PastaSalad-255114-257461,OP02-R01-PastaSalad,255114,257461,10,"olive,olive_container,plate"
706,OP02-R01-PastaSalad-259307-260076,OP02-R01-PastaSalad,259307,260076,5,eating_utensil
707,OP02-R01-PastaSalad-260095-260672,OP02-R01-PastaSalad,260095,260672,3,lid
708,OP02-R01-PastaSalad-260672-261172,OP02-R01-PastaSalad,260672,261172,6,olive_container
709,OP02-R01-PastaSalad-264904-265673,OP02-R01-PastaSalad,264904,265673,3,bell_pepper
710,OP02-R01-PastaSalad-265692-266462,OP02-R01-PastaSalad,265692,266462,3,bell_pepper
711,OP02-R01-PastaSalad-268712-270943,OP02-R01-PastaSalad,268712,270943,0,faucet
712,OP02-R01-PastaSalad-271924-278155,OP02-R01-PastaSalad,271924,278155,0,bell_pepper
713,OP02-R01-PastaSalad-278712-281327,OP02-R01-PastaSalad,278712,281327,3,eating_utensil
714,OP02-R01-PastaSalad-284770-285885,OP02-R01-PastaSalad,284770,285885,5,eating_utensil
715,OP02-R01-PastaSalad-286885-287770,OP02-R01-PastaSalad,286885,287770,1,pasta_container
716,OP02-R01-PastaSalad-291270-294117,OP02-R01-PastaSalad,291270,294117,10,"pasta,pasta_container,pot"
717,OP02-R01-PastaSalad-295328-296020,OP02-R01-PastaSalad,295328,296020,5,lid
718,OP02-R01-PastaSalad-301791-307675,OP02-R01-PastaSalad,301791,307675,4,bell_pepper
719,OP02-R01-PastaSalad-308599-310214,OP02-R01-PastaSalad,308599,310214,8,bell_pepper
720,OP02-R01-PastaSalad-313272-331041,OP02-R01-PastaSalad,313272,331041,4,bell_pepper
721,OP02-R01-PastaSalad-331060-332330,OP02-R01-PastaSalad,331060,332330,0,salad
722,OP02-R01-PastaSalad-333061-333676,OP02-R01-PastaSalad,333061,333676,7,eating_utensil
723,OP02-R01-PastaSalad-335349-338580,OP02-R01-PastaSalad,335349,338580,1,recipe
724,OP02-R01-PastaSalad-338868-345868,OP02-R01-PastaSalad,338868,345868,1,recipe
725,OP02-R01-PastaSalad-350407-353138,OP02-R01-PastaSalad,350407,353138,2,fridge
726,OP02-R01-PastaSalad-358483-361752,OP02-R01-PastaSalad,358483,361752,3,carrot_container
727,OP02-R01-PastaSalad-367617-371156,OP02-R01-PastaSalad,367617,371156,4,carrot_container
728,OP02-R01-PastaSalad-371329-371867,OP02-R01-PastaSalad,371329,371867,2,carrot_container
729,OP02-R01-PastaSalad-374233-375118,OP02-R01-PastaSalad,374233,375118,0,stove
730,OP02-R01-PastaSalad-378272-379233,OP02-R01-PastaSalad,378272,379233,2,pot
731,OP02-R01-PastaSalad-391810-400849,OP02-R01-PastaSalad,391810,400849,9,"carrot,carrot_container,plate"
732,OP02-R01-PastaSalad-401579-402849,OP02-R01-PastaSalad,401579,402849,5,carrot_container
733,OP02-R01-PastaSalad-405119-405888,OP02-R01-PastaSalad,405119,405888,5,carrot
734,OP02-R01-PastaSalad-434030-436876,OP02-R01-PastaSalad,434030,436876,7,"vegetable_mixture,eating_utensil"
735,OP02-R01-PastaSalad-440493-444608,OP02-R01-PastaSalad,440493,444608,3,carrot_container
736,OP02-R01-PastaSalad-446377-447762,OP02-R01-PastaSalad,446377,447762,5,carrot_container
737,OP02-R01-PastaSalad-447762-448916,OP02-R01-PastaSalad,447762,448916,5,carrot_container
738,OP02-R01-PastaSalad-448936-449551,OP02-R01-PastaSalad,448936,449551,6,fridge
739,OP02-R01-PastaSalad-451224-452416,OP02-R01-PastaSalad,451224,452416,3,condiment_container
740,OP02-R01-PastaSalad-453801-455147,OP02-R01-PastaSalad,453801,455147,2,fridge
741,OP02-R01-PastaSalad-455840-457724,OP02-R01-PastaSalad,455840,457724,5,condiment_container
742,OP02-R01-PastaSalad-457686-458840,OP02-R01-PastaSalad,457686,458840,6,fridge
743,OP02-R01-PastaSalad-463091-464245,OP02-R01-PastaSalad,463091,464245,5,olive_container
744,OP02-R01-PastaSalad-463918-465380,OP02-R01-PastaSalad,463918,465380,5,olive_container
745,OP02-R01-PastaSalad-465399-466169,OP02-R01-PastaSalad,465399,466169,6,fridge
746,OP02-R01-PastaSalad-468034-469188,OP02-R01-PastaSalad,468034,469188,5,bell_pepper
747,OP02-R01-PastaSalad-469246-470592,OP02-R01-PastaSalad,469246,470592,5,bell_pepper
748,OP02-R01-PastaSalad-470516-471669,OP02-R01-PastaSalad,470516,471669,6,plastic_bag
749,OP02-R01-PastaSalad-475458-476304,OP02-R01-PastaSalad,475458,476304,5,vegetable_container
750,OP02-R01-PastaSalad-476824-478208,OP02-R01-PastaSalad,476824,478208,6,fridge
751,OP02-R01-PastaSalad-482152-483036,OP02-R01-PastaSalad,482152,483036,5,lid
752,OP02-R01-PastaSalad-487153-499268,OP02-R01-PastaSalad,487153,499268,9,"water,pot,sink"
753,OP02-R01-PastaSalad-502922-504461,OP02-R01-PastaSalad,502922,504461,9,"pasta,pot,plate"
754,OP02-R01-PastaSalad-504403-506941,OP02-R01-PastaSalad,504403,506941,10,"pasta,pot,plate"
755,OP02-R01-PastaSalad-514654-515346,OP02-R01-PastaSalad,514654,515346,7,seasoning_container
756,OP02-R01-PastaSalad-516443-517558,OP02-R01-PastaSalad,516443,517558,9,"seasoning,seasoning_container,salad"
757,OP02-R01-PastaSalad-517597-519904,OP02-R01-PastaSalad,517597,519904,9,"seasoning,seasoning_container,salad"
758,OP02-R03-BaconAndEggs-48520-51910,OP02-R03-BaconAndEggs,48520,51910,3,bowl
759,OP02-R03-BaconAndEggs-53730-55980,OP02-R03-BaconAndEggs,53730,55980,2,fridge
760,OP02-R03-BaconAndEggs-65550-67250,OP02-R03-BaconAndEggs,65550,67250,5,unknown_container
761,OP02-R03-BaconAndEggs-67345-69055,OP02-R03-BaconAndEggs,67345,69055,5,egg_container
762,OP02-R03-BaconAndEggs-69415-72015,OP02-R03-BaconAndEggs,69415,72015,2,egg_container
763,OP02-R03-BaconAndEggs-72060-72910,OP02-R03-BaconAndEggs,72060,72910,3,egg
764,OP02-R03-BaconAndEggs-73590-79180,OP02-R03-BaconAndEggs,73590,79180,0,egg
765,OP02-R03-BaconAndEggs-82890-85030,OP02-R03-BaconAndEggs,82890,85030,3,plate
766,OP02-R03-BaconAndEggs-85765-86355,OP02-R03-BaconAndEggs,85765,86355,5,egg
767,OP02-R03-BaconAndEggs-87310-88260,OP02-R03-BaconAndEggs,87310,88260,7,egg
768,OP02-R03-BaconAndEggs-88320-93700,OP02-R03-BaconAndEggs,88320,93700,0,egg
769,OP02-R03-BaconAndEggs-97970-99930,OP02-R03-BaconAndEggs,97970,99930,2,fridge
770,OP02-R03-BaconAndEggs-100455-102615,OP02-R03-BaconAndEggs,100455,102615,3,milk_container
771,OP02-R03-BaconAndEggs-102780-107040,OP02-R03-BaconAndEggs,102780,107040,2,milk_container
772,OP02-R03-BaconAndEggs-108225-111655,OP02-R03-BaconAndEggs,108225,111655,2,milk_container
773,OP02-R03-BaconAndEggs-111715-112545,OP02-R03-BaconAndEggs,111715,112545,3,bowl
774,OP02-R03-BaconAndEggs-114030-117970,OP02-R03-BaconAndEggs,114030,117970,9,"milk,milk_container,bowl"
775,OP02-R03-BaconAndEggs-118590-119590,OP02-R03-BaconAndEggs,118590,119590,3,milk_container_cap
776,OP02-R03-BaconAndEggs-119590-120370,OP02-R03-BaconAndEggs,119590,120370,5,lid
777,OP02-R03-BaconAndEggs-120465-123345,OP02-R03-BaconAndEggs,120465,123345,6,milk_container
778,OP02-R03-BaconAndEggs-124800-126830,OP02-R03-BaconAndEggs,124800,126830,2,fridge
779,OP02-R03-BaconAndEggs-126870-129460,OP02-R03-BaconAndEggs,126870,129460,5,milk
780,OP02-R03-BaconAndEggs-132820-133940,OP02-R03-BaconAndEggs,132820,133940,3,seasoning_container
781,OP02-R03-BaconAndEggs-134380-145740,OP02-R03-BaconAndEggs,134380,145740,2,seasoning_container
782,OP02-R03-BaconAndEggs-147150-148920,OP02-R03-BaconAndEggs,147150,148920,9,"seasoning,seasoning_container,egg_mixture"
783,OP02-R03-BaconAndEggs-149530-150310,OP02-R03-BaconAndEggs,149530,150310,5,seasoning_container
784,OP02-R03-BaconAndEggs-150415-151285,OP02-R03-BaconAndEggs,150415,151285,3,eating_utensil
785,OP02-R03-BaconAndEggs-151425-152345,OP02-R03-BaconAndEggs,151425,152345,3,eating_utensil
786,OP02-R03-BaconAndEggs-153000-164900,OP02-R03-BaconAndEggs,153000,164900,0,egg
787,OP02-R03-BaconAndEggs-166770-172830,OP02-R03-BaconAndEggs,166770,172830,0,stove
788,OP02-R03-BaconAndEggs-172975-174125,OP02-R03-BaconAndEggs,172975,174125,3,oil_container
789,OP02-R03-BaconAndEggs-174545-176595,OP02-R03-BaconAndEggs,174545,176595,2,oil_container
790,OP02-R03-BaconAndEggs-178205-178965,OP02-R03-BaconAndEggs,178205,178965,3,pan
791,OP02-R03-BaconAndEggs-179330-180310,OP02-R03-BaconAndEggs,179330,180310,3,pan
792,OP02-R03-BaconAndEggs-181195-185380,OP02-R03-BaconAndEggs,181195,185380,9,"oil,oil_container,pan"
793,OP02-R03-BaconAndEggs-186075-188445,OP02-R03-BaconAndEggs,186075,188445,5,pan
794,OP02-R03-BaconAndEggs-188685-189525,OP02-R03-BaconAndEggs,188685,189525,3,cap
795,OP02-R03-BaconAndEggs-189800-191820,OP02-R03-BaconAndEggs,189800,191820,6,oil_container
796,OP02-R03-BaconAndEggs-198290-231800,OP02-R03-BaconAndEggs,198290,231800,0,"mixture,eating_utensil"
797,OP02-R03-BaconAndEggs-245120-252690,OP02-R03-BaconAndEggs,245120,252690,0,egg
798,OP02-R03-BaconAndEggs-252850-254240,OP02-R03-BaconAndEggs,252850,254240,3,bowl
799,OP02-R03-BaconAndEggs-257640-271810,OP02-R03-BaconAndEggs,257640,271810,9,"egg_mixture,bowl,pan"
800,OP02-R03-BaconAndEggs-323200-331300,OP02-R03-BaconAndEggs,323200,331300,7,"mixture,eating_utensil"
801,OP02-R03-BaconAndEggs-350490-353620,OP02-R03-BaconAndEggs,350490,353620,0,egg
802,OP02-R03-BaconAndEggs-362310-363980,OP02-R03-BaconAndEggs,362310,363980,0,egg
803,OP02-R03-BaconAndEggs-372930-374760,OP02-R03-BaconAndEggs,372930,374760,5,cooking_utensil
804,OP02-R03-BaconAndEggs-390580-392370,OP02-R03-BaconAndEggs,390580,392370,2,cabinet
805,OP02-R03-BaconAndEggs-395400-397150,OP02-R03-BaconAndEggs,395400,397150,3,cup
806,OP02-R03-BaconAndEggs-397390-400720,OP02-R03-BaconAndEggs,397390,400720,6,cabinet
807,OP02-R03-BaconAndEggs-403230-404520,OP02-R03-BaconAndEggs,403230,404520,5,cup
808,OP02-R03-BaconAndEggs-405120-406980,OP02-R03-BaconAndEggs,405120,406980,2,fridge
809,OP02-R03-BaconAndEggs-407035-408345,OP02-R03-BaconAndEggs,407035,408345,3,juice
810,OP02-R03-BaconAndEggs-410560-412440,OP02-R03-BaconAndEggs,410560,412440,2,juice_container
811,OP02-R03-BaconAndEggs-413395-417925,OP02-R03-BaconAndEggs,413395,417925,9,"juice,juice_container,cup"
812,OP02-R03-BaconAndEggs-418415-420235,OP02-R03-BaconAndEggs,418415,420235,2,juice_container
813,OP02-R03-BaconAndEggs-421420-422970,OP02-R03-BaconAndEggs,421420,422970,5,juice_container
814,OP02-R03-BaconAndEggs-423020-424980,OP02-R03-BaconAndEggs,423020,424980,5,juice_container
815,OP02-R03-BaconAndEggs-432810-504780,OP02-R03-BaconAndEggs,432810,504780,7,"egg_mixture,eating_utensil"
816,OP02-R03-BaconAndEggs-504790-507000,OP02-R03-BaconAndEggs,504790,507000,0,stove
817,OP02-R03-BaconAndEggs-509180-510190,OP02-R03-BaconAndEggs,509180,510190,3,pan
818,OP02-R03-BaconAndEggs-514510-518880,OP02-R03-BaconAndEggs,514510,518880,10,"egg,pan,plate"
819,OP02-R03-BaconAndEggs-519180-519770,OP02-R03-BaconAndEggs,519180,519770,10,"egg,pan,plate"
820,OP02-R03-BaconAndEggs-519800-521910,OP02-R03-BaconAndEggs,519800,521910,10,"egg,pan,plate"
821,OP02-R03-BaconAndEggs-524420-526010,OP02-R03-BaconAndEggs,524420,526010,5,pan
822,OP02-R03-BaconAndEggs-527780-529920,OP02-R03-BaconAndEggs,527780,529920,0,stove
823,OP02-R03-BaconAndEggs-538125-539365,OP02-R03-BaconAndEggs,538125,539365,2,fridge
824,OP02-R03-BaconAndEggs-549050-551740,OP02-R03-BaconAndEggs,549050,551740,6,fridge
825,OP02-R03-BaconAndEggs-551740-553950,OP02-R03-BaconAndEggs,551740,553950,2,fridge_drawer
826,OP02-R03-BaconAndEggs-554220-556350,OP02-R03-BaconAndEggs,554220,556350,3,bacon_container
827,OP02-R03-BaconAndEggs-556340-557700,OP02-R03-BaconAndEggs,556340,557700,6,fridge_drawer
828,OP02-R03-BaconAndEggs-576330-577550,OP02-R03-BaconAndEggs,576330,577550,3,eating_utensil
829,OP02-R03-BaconAndEggs-581480-588680,OP02-R03-BaconAndEggs,581480,588680,4,bacon_container
830,OP02-R03-BaconAndEggs-590010-592040,OP02-R03-BaconAndEggs,590010,592040,2,grocery_bag
831,OP02-R03-BaconAndEggs-592850-605580,OP02-R03-BaconAndEggs,592850,605580,8,bacon
832,OP02-R03-BaconAndEggs-607830-609070,OP02-R03-BaconAndEggs,607830,609070,5,bacon
833,OP02-R03-BaconAndEggs-615605-616465,OP02-R03-BaconAndEggs,615605,616465,7,bacon
834,OP02-R03-BaconAndEggs-616910-621910,OP02-R03-BaconAndEggs,616910,621910,7,bacon
835,OP02-R03-BaconAndEggs-626030-628220,OP02-R03-BaconAndEggs,626030,628220,3,bacon_container
836,OP02-R03-BaconAndEggs-632900-634790,OP02-R03-BaconAndEggs,632900,634790,2,fridge_drawer
837,OP02-R03-BaconAndEggs-634490-636940,OP02-R03-BaconAndEggs,634490,636940,5,bacon_container
838,OP02-R03-BaconAndEggs-637500-639110,OP02-R03-BaconAndEggs,637500,639110,6,fridge
839,OP02-R03-BaconAndEggs-643740-645740,OP02-R03-BaconAndEggs,643740,645740,0,faucet
840,OP02-R03-BaconAndEggs-645825-649955,OP02-R03-BaconAndEggs,645825,649955,0,hand
841,OP02-R03-BaconAndEggs-651310-653250,OP02-R03-BaconAndEggs,651310,653250,8,paper_towel
842,OP02-R03-BaconAndEggs-658270-659360,OP02-R03-BaconAndEggs,658270,659360,5,"trash,trash_container"
843,OP02-R03-BaconAndEggs-661200-663600,OP02-R03-BaconAndEggs,661200,663600,3,plate
